state,gender,education,customer_lifetime_value,income,monthly_premium_auto,number_of_open_complaints,policy_type,vehicle_class,total_claim_amount
California,Female,Bachelor,479,824.09,77846,119,1/0/00,Personal Auto,Sports Car,342.471939
Washington,Male,Bachelor,564,380.24,41043,72,1/0/00,Personal Auto,Four-Door Car,345.6
Arizona,Female,College,924,746.44,97030,76,1/0/00,Corporate Auto,Four-Door Car,416.637499
Oregon,Male,College,732,292.89,80864,182,1/0/00,Personal Auto,Luxury SUV,618.210272
Nevada,Female,College,827,590.01,48197,106,1/0/00,Personal Auto,Four-Door Car,508.8
California,Male,Doctorate,563,540.37,70837,73,1/4/00,Personal Auto,Four-Door Car,362.743231
Arizona,Male,College,1,497,028.51,85297,93,1/0/00,Special Auto,Two-Door Car,620.011594
Oregon,Female,Master,933,633.69,70177,115,1/0/00,Personal Auto,Four-Door Car,225.517666
Nevada,Male,College,4,835,696.08,52499,138,1/0/00,Personal Auto,SUV,1171.537594
Oregon,Male,College,568,691.53,63143,71,1/0/00,Corporate Auto,Four-Door Car,340.8
Oregon,Male,Bachelor,862,283.54,97361,73,1/0/00,Personal Auto,Four-Door Car,350.4
Nevada,Male,College,507,967.48,50052,130,1/0/00,Personal Auto,Sports Car,624
Arizona,Female,Bachelor,562,331.45,11612,71,1/0/00,Personal Auto,Four-Door Car,340.8
Arizona,Female,College,527,001.36,78115,65,1/0/00,Personal Auto,Four-Door Car,255.454322
California,Female,Master,862,117.22,81947,71,1/0/00,Personal Auto,Two-Door Car,203.993499
Oregon,Male,College,791,833.49,44698,211,1/4/00,Personal Auto,Luxury Car,1012.8
California,Female,College,2,103,401.82,26876,66,1/0/00,Personal Auto,Four-Door Car,219.209762
Oregon,Female,College,1,541,768.22,69841,192,1/0/00,Personal Auto,Luxury SUV,878.812468
Oregon,Female,College,869,263.68,97768,72,1/0/00,Personal Auto,Two-Door Car,151.843731
Oregon,Male,College,650,314.39,51236,187,1/0/00,Personal Auto,Luxury Car,1588.682955
Washington,Female,College,239,619.24,39062,61,1/0/00,Corporate Auto,Two-Door Car,346.991025
Oregon,Female,Bachelor,591,495.18,50217,74,1/0/00,Personal Auto,Two-Door Car,355.2
Washington,Female,Bachelor,224,844.96,24910,63,1/1/00,Personal Auto,Four-Door Car,347.857619
Nevada,Male,College,682,679.77,51236,68,1/0/00,Personal Auto,Two-Door Car,489.6
Oregon,Female,Doctorate,398,218.07,38500,99,1/1/00,Corporate Auto,Four-Door Car,423.286512
Nevada,Female,College,288,777.97,62018,71,1/0/00,Personal Auto,Two-Door Car,293.865315
Oregon,Female,College,225,241.68,51236,65,1/0/00,Personal Auto,Two-Door Car,468
California,Male,Master,845,853.13,57394,106,1/0/00,Personal Auto,Four-Door Car,316.492058
California,Male,Bachelor,747,831.37,23530,65,1/0/00,Corporate Auto,Two-Door Car,312
California,Female,College,378,864.98,48887,95,1/0/00,Personal Auto,Four-Door Car,456
Oregon,Female,Master,522,068.53,68867,129,1/0/00,Personal Auto,SUV,619.2
California,Female,College,713,029.48,12062,63,1/0/00,Corporate Auto,Four-Door Car,302.4
Arizona,Male,College,851,359.27,59230,107,1/0/00,Personal Auto,SUV,245.076091
Arizona,Female,Bachelor,566,013.38,59586,72,1/0/00,Personal Auto,Four-Door Car,91.198362
Washington,Female,Bachelor,263,814.01,79699,65,1/0/00,Personal Auto,Two-Door Car,348.82656
Arizona,Female,Bachelor,531,889.66,25134,67,1/0/00,Personal Auto,Four-Door Car,321.6
Oregon,Female,College,416,016.26,51236,61,1/0/00,Personal Auto,Four-Door Car,292.8
Oregon,Female,College,223,734.78,51236,61,1/0/00,Personal Auto,Four-Door Car,292.8
California,Male,College,346,012.30,51236,100,1/1/00,Personal Auto,SUV,720
California,Male,Bachelor,1,600,550.51,44901,70,1/2/00,Personal Auto,Four-Door Car,460.806124
Arizona,Female,Bachelor,698,660.37,51236,93,1/0/00,Personal Auto,Four-Door Car,149.269407
Oregon,Female,Bachelor,882,696.15,28463,113,1/2/00,Personal Auto,SUV,324.317667
Nevada,Female,Bachelor,472,686.93,13037,124,1/0/00,Personal Auto,SUV,839.348464
California,Male,College,2,744,347.48,82320,99,1/1/00,Personal Auto,Four-Door Car,475.2
California,Female,Bachelor,724,731.35,51236,104,1/0/00,Personal Auto,SUV,499.2
Oregon,Female,College,513,785.21,78460,64,1/0/00,Personal Auto,Four-Door Car,203.568733
Nevada,Male,College,273,905.72,51236,92,1/4/00,Personal Auto,Two-Door Car,657.290491
California,Male,College,509,279.39,46922,64,1/0/00,Corporate Auto,Two-Door Car,403.385123
California,Male,College,579,982.68,60689,74,1/0/00,Corporate Auto,Four-Door Car,5.746657
Nevada,Female,Master,550,706.32,51236,71,1/0/00,Personal Auto,Four-Door Car,340.8
Oregon,Female,College,1,048,491.54,61108,89,1/0/00,Personal Auto,Four-Door Car,49.451117
Arizona,Male,Bachelor,850,128.00,98003,107,1/0/00,Personal Auto,SUV,449.408637
Washington,Female,College,293,598.83,73847,73,1/1/00,Personal Auto,Two-Door Car,350.4
Arizona,Female,College,650,339.70,22081,84,1/0/00,Personal Auto,Two-Door Car,451.670309
Nevada,Male,College,4,680,522.31,83006,235,1/1/00,Personal Auto,Luxury SUV,1065.049894
Arizona,Female,College,483,471.05,38713,66,1/4/00,Corporate Auto,Four-Door Car,316.8
Oregon,Female,College,257,532.37,28700,68,1/3/00,Personal Auto,Four-Door Car,326.4
California,Female,Master,3,711,165.95,61552,115,1/0/00,Personal Auto,SUV,12.252847
Nevada,Male,College,437,119.04,56718,113,1/1/00,Personal Auto,SUV,542.4
Oregon,Male,Doctorate,1,679,633.60,66776,71,1/0/00,Corporate Auto,Four-Door Car,131.808343
California,Male,College,798,850.64,58268,67,1/0/00,Corporate Auto,Two-Door Car,228.641342
California,Male,College,226,984.11,51236,68,1/0/00,Personal Auto,Four-Door Car,542.016902
California,Male,Doctorate,499,147.20,12608,66,1/1/00,Personal Auto,Four-Door Car,214.866605
California,Male,Master,292,193.09,63499,73,1/0/00,Personal Auto,Four-Door Car,278.964095
Oregon,Male,College,761,319.31,36247,96,1/0/00,Corporate Auto,Four-Door Car,329.522858
California,Female,Master,582,740.97,30228,73,1/0/00,Personal Auto,Four-Door Car,163.345647
Oregon,Female,College,260,064.12,51236,74,1/0/00,Personal Auto,Two-Door Car,501.472124
California,Female,College,849,146.57,51236,116,1/0/00,Personal Auto,Four-Door Car,1193.115879
Arizona,Female,Bachelor,977,873.36,99364,121,1/0/00,Personal Auto,Sports Car,580.8
Arizona,Female,College,1,000,402.76,51236,94,1/0/00,Corporate Auto,Four-Door Car,807.168846
Oregon,Male,College,487,277.44,69247,61,1/1/00,Corporate Auto,Two-Door Car,226.522147
Arizona,Female,College,744,481.46,56047,92,1/0/00,Corporate Auto,Four-Door Car,82.733588
Oregon,Male,College,576,111.12,28919,73,1/0/00,Personal Auto,Two-Door Car,207.828024
Oregon,Female,Doctorate,536,677.91,51236,70,1/0/00,Personal Auto,Four-Door Car,223.174067
Oregon,Female,College,625,947.78,51236,83,1/0/00,Personal Auto,Four-Door Car,254.142365
Arizona,Male,College,762,358.07,69900,64,1/0/00,Personal Auto,Two-Door Car,33.97
California,Male,College,1,096,395.72,55687,276,1/0/00,Personal Auto,Luxury SUV,1324.8
Oregon,Female,Bachelor,742,784.51,78294,92,1/0/00,Personal Auto,Four-Door Car,181.148732
Washington,Female,Bachelor,550,413.90,51236,73,1/0/00,Corporate Auto,Four-Door Car,350.4
Arizona,Male,Bachelor,466,512.96,51236,62,1/0/00,Personal Auto,Two-Door Car,297.6
California,Female,College,602,184.25,51236,168,1/0/00,Personal Auto,SUV,1476.670903
Nevada,Male,College,307,410.55,51236,104,1/3/00,Personal Auto,Sports Car,748.8
Oregon,Female,College,495,308.64,21385,127,1/0/00,Corporate Auto,SUV,609.6
California,Male,Master,778,048.93,87128,97,1/0/00,Personal Auto,Two-Door Car,495.612777
Nevada,Female,College,799,277.91,35434,66,1/0/00,Personal Auto,Four-Door Car,297.051768
California,Female,Master,417,068.73,29462,107,1/1/00,Corporate Auto,SUV,513.6
Nevada,Female,College,2,322,823.67,53243,102,1/3/00,Personal Auto,Four-Door Car,489.6
California,Male,College,544,581.70,21006,139,1/1/00,Personal Auto,SUV,667.2
California,Female,College,455,849.84,51236,65,1/0/00,Personal Auto,Two-Door Car,312
Oregon,Male,Bachelor,552,821.28,36088,72,1/0/00,Corporate Auto,Four-Door Car,345.6
Oregon,Female,College,1,039,066.65,28948,131,1/0/00,Corporate Auto,SUV,295.83086
Nevada,Female,College,714,254.91,24417,185,1/0/00,Personal Auto,SUV,888
Oregon,Male,College,546,954.30,67099,69,1/0/00,Personal Auto,Two-Door Car,22.995594
Oregon,Female,Bachelor,1,162,873.40,97830,96,1/0/00,Personal Auto,Four-Door Car,298.362415
Arizona,Male,College,1,018,965.43,51236,101,1/0/00,Personal Auto,Four-Door Car,727.2
Arizona,Female,College,273,343.19,93558,67,1/0/00,Personal Auto,Four-Door Car,478.234236
Arizona,Female,Doctorate,401,445.31,37384,99,1/0/00,Personal Auto,Four-Door Car,475.2
Arizona,Male,Bachelor,711,953.19,28227,62,1/0/00,Personal Auto,Four-Door Car,551.28213
Nevada,Male,College,1,177,279.07,51008,74,1/0/00,Corporate Auto,Two-Door Car,355.2
California,Male,College,238,179.08,78185,61,1/0/00,Personal Auto,Four-Door Car,292.8
California,Female,Bachelor,520,835.39,51236,74,1/0/00,Personal Auto,Four-Door Car,532.8
Nevada,Male,College,501,872.79,51236,68,1/0/00,Personal Auto,Four-Door Car,670.47746
Arizona,Female,Bachelor,1,190,054.48,97205,100,1/2/00,Personal Auto,Sports Car,5.573179
Washington,Female,Bachelor,580,017.19,25472,73,1/0/00,Corporate Auto,Four-Door Car,350.4
California,Female,Bachelor,567,438.12,26225,72,1/1/00,Special Auto,Four-Door Car,320.777404
Oregon,Male,College,727,143.40,20545,70,1/0/00,Personal Auto,Two-Door Car,336
Oregon,Female,Master,316,449.40,51236,83,1/0/00,Personal Auto,Four-Door Car,398.4
Arizona,Female,College,266,103.34,35503,67,1/0/00,Personal Auto,Two-Door Car,216.173135
Oregon,Female,College,1,414,055.89,58988,118,1/0/00,Personal Auto,Sports Car,566.4
Nevada,Female,Bachelor,765,422.71,51236,74,1/1/00,Personal Auto,Two-Door Car,355.2
Nevada,Male,College,219,973.95,51236,64,1/0/00,Personal Auto,Two-Door Car,685.456738
Oregon,Female,College,200,435.07,51236,66,1/4/00,Special Auto,Four-Door Car,316.8
Nevada,Male,College,1,311,111.32,67197,111,1/0/00,Special Auto,SUV,147.948783
Nevada,Male,College,1,576,260.35,39032,198,1/0/00,Personal Auto,SUV,950.4
Oregon,Male,College,750,745.54,60920,64,1/0/00,Personal Auto,Two-Door Car,231.201886
California,Male,College,278,753.98,34927,70,1/0/00,Personal Auto,Two-Door Car,242.491357
Nevada,Male,Doctorate,343,613.43,30817,88,1/0/00,Personal Auto,Four-Door Car,91.834668
California,Female,Bachelor,271,336.80,31535,70,1/0/00,Personal Auto,Four-Door Car,90.525716
California,Female,Bachelor,286,731.22,23376,78,1/0/00,Personal Auto,Four-Door Car,374.4
California,Female,College,1,459,024.58,46244,62,1/0/00,Corporate Auto,Four-Door Car,255.285875
Arizona,Male,Bachelor,665,247.45,34886,84,1/0/00,Personal Auto,Two-Door Car,403.2
Arizona,Male,College,244,462.11,51236,66,1/0/00,Corporate Auto,Four-Door Car,316.8
Washington,Female,College,289,691.88,33746,74,1/1/00,Personal Auto,Two-Door Car,355.2
Oregon,Male,Doctorate,1,097,206.78,24164,137,1/0/00,Personal Auto,Sports Car,657.6
Washington,Female,Bachelor,779,481.84,25859,74,1/0/00,Special Auto,Four-Door Car,355.2
Oregon,Female,Bachelor,1,935,737.20,51236,68,1/1/00,Personal Auto,Four-Door Car,326.4
Arizona,Female,Bachelor,722,712.04,40153,61,1/0/00,Personal Auto,Four-Door Car,340.07498
Nevada,Female,College,785,730.39,51236,104,1/0/00,Personal Auto,SUV,499.2
Oregon,Female,Master,518,162.09,97131,64,1/0/00,Personal Auto,Four-Door Car,307.2
Arizona,Female,College,428,106.22,23712,106,1/0/00,Corporate Auto,SUV,508.8
Oregon,Female,Bachelor,1,151,316.29,51236,64,1/0/00,Personal Auto,Four-Door Car,307.2
Nevada,Female,Bachelor,514,711.02,33171,65,1/0/00,Personal Auto,Four-Door Car,236.643695
Nevada,Female,College,866,349.76,51236,83,1/1/00,Corporate Auto,Four-Door Car,398.4
Oregon,Female,College,253,532.17,51236,68,1/0/00,Corporate Auto,Four-Door Car,326.4
Nevada,Male,College,2,150,433.88,60228,112,1/1/00,Personal Auto,SUV,286.102971
Arizona,Male,College,734,932.85,27072,93,1/0/00,Personal Auto,Four-Door Car,565.336931
California,Male,Master,850,985.09,26057,74,1/0/00,Personal Auto,Four-Door Car,523.888845
Nevada,Female,College,429,718.91,66331,107,1/0/00,Personal Auto,Two-Door Car,513.6
Washington,Female,Master,518,162.09,97131,6464,1/0/00,Personal Auto,Four-Door Car,307.2
California,Female,College,1,747,664.14,45106,73,1/0/00,Personal Auto,Four-Door Car,350.4
Arizona,Female,Bachelor,1,047,989.97,78435,130,1/0/00,Personal Auto,SUV,553.61131
California,Female,Bachelor,224,257.44,51236,63,1/1/00,Corporate Auto,Two-Door Car,453.6
Oregon,Male,College,275,445.68,79507,70,1/3/00,Personal Auto,Two-Door Car,442.199439
Arizona,Male,College,804,120.06,44986,101,1/0/00,Corporate Auto,SUV,624.023564
Arizona,Male,College,604,291.19,25899,79,1/0/00,Personal Auto,Two-Door Car,568.8
Oregon,Male,Bachelor,282,743.89,13610,74,1/0/00,Personal Auto,Four-Door Car,355.2
Nevada,Male,Doctorate,2,204,185.64,51236,65,1/0/00,Personal Auto,Four-Door Car,312
California,Male,Bachelor,279,680.22,77362,70,1/0/00,Personal Auto,Two-Door Car,386.599797
California,Male,College,407,284.94,96443,102,1/0/00,Personal Auto,SUV,489.6
California,Male,Master,518,246.23,51236,135,1/1/00,Personal Auto,SUV,939.528475
Nevada,Male,Doctorate,613,166.32,90778,76,1/0/00,Personal Auto,Four-Door Car,62.291009
California,Female,College,239,213.11,51236,65,1/0/00,Corporate Auto,Four-Door Car,361.181122
Nevada,Female,Master,320,966.30,78494,79,1/0/00,Personal Auto,Two-Door Car,122.305677
California,Female,Doctorate,280,860.60,83497,69,1/0/00,Special Auto,Four-Door Car,196.523187
Nevada,Male,College,436,293.12,58842,110,1/0/00,Personal Auto,Four-Door Car,528
Arizona,Male,College,688,046.89,63935,87,1/0/00,Personal Auto,Four-Door Car,221.61885
Oregon,Male,Bachelor,359,106.67,51236,96,1/0/00,Personal Auto,Four-Door Car,460.8
California,Male,College,520,125.22,51236,69,1/0/00,Personal Auto,Four-Door Car,331.2
Oregon,Female,College,552,154.26,51236,77,1/0/00,Personal Auto,Four-Door Car,369.6
Arizona,Female,Bachelor,507,165.15,62258,65,1/0/00,Personal Auto,Two-Door Car,117.450428
Nevada,Male,Bachelor,292,168.14,51236,80,1/0/00,Corporate Auto,Four-Door Car,739.310493
California,Female,Master,1,580,653.40,58516,98,1/0/00,Corporate Auto,Two-Door Car,470.4
Washington,Female,Bachelor,574,988.38,22814,73,1/0/00,Personal Auto,Four-Door Car,360.773462
California,Female,Bachelor,416,741.96,56901,104,1/0/00,Personal Auto,SUV,499.2
California,Male,College,651,495.40,51236,61,1/1/00,Personal Auto,Four-Door Car,292.8
California,Male,Doctorate,918,951.83,99443,117,1/4/00,Personal Auto,SUV,228.049424
Oregon,Female,College,823,122.34,51236,113,1/0/00,Personal Auto,SUV,373.073162
Arizona,Male,Master,309,517.54,88246,77,1/1/00,Corporate Auto,Four-Door Car,428.608683
Washington,Male,College,600,521.48,26876,76,1/0/00,Corporate Auto,Four-Door Car,364.8
Nevada,Male,College,758,211.38,64801,64,1/0/00,Personal Auto,Four-Door Car,268.471802
Oregon,Female,College,1,634,460.81,57029,68,1/0/00,Corporate Auto,Two-Door Car,135.788525
Arizona,Female,College,1,176,315.25,28045,99,1/0/00,Personal Auto,Four-Door Car,475.2
Nevada,Male,Master,405,337.38,44661,101,1/0/00,Personal Auto,Two-Door Car,436.836944
Arizona,Female,College,331,115.79,21246,83,1/0/00,Personal Auto,Four-Door Car,398.4
Washington,Male,College,871,704.98,83846,74,1/3/00,Personal Auto,Four-Door Car,355.2
California,Male,Master,508,969.43,62474,63,1/0/00,Personal Auto,Four-Door Car,112.120881
Nevada,Male,College,2,233,716.31,51236,130,1/0/00,Personal Auto,SUV,1376.910777
Arizona,Male,College,479,283.05,20647,63,1/0/00,Personal Auto,Four-Door Car,185.061408
California,Female,Bachelor,2,778,969.24,33806,89,1/0/00,Personal Auto,Four-Door Car,395.729716
Oregon,Female,Bachelor,751,166.06,51236,70,1/0/00,Personal Auto,Four-Door Car,340.201412
Oregon,Male,College,1,876,755.16,51236,111,1/0/00,Personal Auto,Sports Car,900.14526
California,Female,College,498,764.31,19589,127,1/0/00,Personal Auto,SUV,1027.010512
California,Female,College,512,319.68,22338,67,1/1/00,Personal Auto,Two-Door Car,307.801098
Nevada,Male,College,598,977.39,66839,154,1/0/00,Personal Auto,Sports Car,739.2
Washington,Female,College,242,928.05,26736,63,1/0/00,Personal Auto,Four-Door Car,367.92773
Oregon,Female,College,582,818.22,31364,74,1/0/00,Personal Auto,Four-Door Car,461.269135
Washington,Male,College,283,158.77,17752,77,1/0/00,Personal Auto,Four-Door Car,369.6
Oregon,Male,College,976,793.69,36225,123,1/0/00,Special Auto,SUV,221.048602
Oregon,Female,Doctorate,1,209,791.22,51236,107,1/0/00,Personal Auto,SUV,271.014511
California,Male,College,226,531.86,51236,61,1/0/00,Personal Auto,Four-Door Car,292.8
California,Female,Bachelor,571,908.87,77601,71,1/0/00,Personal Auto,Two-Door Car,276.640352
Oregon,Male,Master,1,017,147.78,74243,84,1/0/00,Corporate Auto,Four-Door Car,71.311211
California,Female,College,1,051,715.64,46707,133,1/0/00,Personal Auto,Sports Car,80.70505
Oregon,Female,Bachelor,430,347.14,51236,116,1/0/00,Personal Auto,SUV,765.566699
California,Male,College,1,192,675.33,50234,101,1/0/00,Personal Auto,Four-Door Car,484.8
Oregon,Male,Master,1,653,170.38,75526,103,1/1/00,Personal Auto,Four-Door Car,494.4
Washington,Male,Bachelor,305,928.21,65083,77,1/0/00,Personal Auto,Four-Door Car,369.6
Nevada,Male,College,543,744.37,28343,69,1/0/00,Personal Auto,Two-Door Car,331.2
California,Male,Bachelor,510,329.66,74948,64,1/0/00,Corporate Auto,Four-Door Car,216.744457
Oregon,Male,College,458,310.09,22728,116,1/0/00,Personal Auto,Four-Door Car,556.8
California,Female,College,640,962.75,51236,99,1/2/00,Personal Auto,Two-Door Car,712.8
California,Female,College,899,198.45,17331,117,1/0/00,Personal Auto,SUV,1138.255325
California,Female,College,1,223,277.63,35133,102,1/0/00,Personal Auto,SUV,692.962785
Nevada,Female,College,512,603.89,63147,64,1/0/00,Personal Auto,Four-Door Car,87.565229
California,Female,College,1,101,416.36,67575,91,1/0/00,Personal Auto,Four-Door Car,401.60781
Oregon,Male,College,381,961.95,51236,111,1/0/00,Personal Auto,Two-Door Car,799.2
California,Female,College,840,439.51,48315,71,1/0/00,Personal Auto,Four-Door Car,340.8
Arizona,Female,College,903,567.11,34337,113,1/0/00,Corporate Auto,Four-Door Car,542.4
Oregon,Male,College,545,370.76,33818,72,1/4/00,Personal Auto,Four-Door Car,341.878002
California,Female,College,376,636.66,22439,98,1/0/00,Personal Auto,Four-Door Car,470.4
Oregon,Female,College,728,393.44,79055,186,1/1/00,Personal Auto,Luxury SUV,177.635183
Nevada,Female,College,274,524.98,45191,69,1/0/00,Personal Auto,Four-Door Car,330.782934
California,Male,Bachelor,262,627.94,41990,66,1/0/00,Personal Auto,Four-Door Car,316.8
Oregon,Female,Master,245,681.66,50979,61,1/1/00,Personal Auto,Two-Door Car,262.842655
Oregon,Female,College,845,367.77,59888,106,1/0/00,Personal Auto,Four-Door Car,712.682559
California,Male,College,350,856.95,20978,98,1/1/00,Personal Auto,Four-Door Car,1176.2788
California,Male,College,287,735.43,32807,73,1/0/00,Personal Auto,Four-Door Car,350.4
Nevada,Male,College,784,016.58,58414,210,1/2/00,Personal Auto,Luxury SUV,1008
Arizona,Female,College,277,104.50,50071,71,1/0/00,Corporate Auto,Two-Door Car,18.918935
Nevada,Female,College,533,948.83,67796,69,1/4/00,Personal Auto,Four-Door Car,331.2
Washington,Male,College,809,287.70,50825,102,1/0/00,Personal Auto,SUV,369.614729
Washington,Female,College,864,650.41,64125,108,1/0/00,Corporate Auto,SUV,369.818708
Oregon,Male,Bachelor,565,923.84,69387,71,1/0/00,Personal Auto,Four-Door Car,71.517444
Oregon,Male,Doctorate,553,246.23,29084,71,1/1/00,Corporate Auto,Four-Door Car,492.088331
Oregon,Male,Bachelor,794,351.33,60214,100,1/1/00,Corporate Auto,Sports Car,291.287905
Oregon,Male,College,977,460.58,96018,122,1/0/00,Personal Auto,SUV,390.88142
Washington,Female,College,406,700.47,28466,102,1/0/00,Personal Auto,SUV,371.802628
California,Female,College,2,320,839.42,60233,116,1/0/00,Personal Auto,Two-Door Car,481.265179
Oregon,Male,Bachelor,732,589.27,52920,93,1/0/00,Personal Auto,Four-Door Car,1101.05432
California,Male,Bachelor,417,034.07,90310,104,1/0/00,Personal Auto,SUV,166.355491
California,Male,College,784,016.58,58414,210,1/2/00,Special Auto,Luxury SUV,1008
Washington,Female,Doctorate,887,596.55,69205,110,1/0/00,Personal Auto,Four-Door Car,372.362565
Oregon,Male,College,1,937,890.78,21159,73,1/0/00,Personal Auto,Four-Door Car,350.4
Washington,Male,College,597,099.57,64008,85,1/5/00,Personal Auto,Four-Door Car,372.893812
Arizona,Female,Bachelor,914,887.79,68236,114,1/0/00,Personal Auto,SUV,20.725611
Arizona,Female,College,1,377,097.62,59207,116,1/0/00,Personal Auto,Four-Door Car,556.8
Washington,Female,College,2,009,689.34,92766,71,1/0/00,Personal Auto,Two-Door Car,379.029102
Arizona,Male,College,582,168.43,77563,143,1/0/00,Personal Auto,Sports Car,545.999699
Arizona,Female,College,309,580.34,33415,78,1/0/00,Personal Auto,Four-Door Car,374.4
California,Female,Bachelor,1,059,854.25,20179,133,1/1/00,Corporate Auto,SUV,638.4
California,Male,Bachelor,769,512.30,50147,101,1/0/00,Personal Auto,SUV,484.8
Washington,NA,Bachelor,304,179.16,13789,79,1/0/00,Personal Auto,Four-Door Car,379.2
Oregon,Male,Master,868,982.25,51236,99,1/5/00,Personal Auto,Four-Door Car,475.2
Nevada,Female,College,813,177.92,93715,102,1/2/00,Personal Auto,SUV,254.83769
Oregon,Male,College,381,532.16,23540,103,1/2/00,Corporate Auto,Two-Door Car,494.4
California,Female,College,1,163,889.95,25370,102,1/0/00,Personal Auto,Sports Car,489.6
Nevada,Female,Bachelor,2,280,053.54,68771,96,1/0/00,Personal Auto,Four-Door Car,276.268778
California,Female,Bachelor,446,299.70,51236,73,1/3/00,Special Auto,Two-Door Car,350.4
Oregon,Female,College,1,315,183.20,68562,108,1/0/00,Personal Auto,SUV,228.498823
Arizona,Male,College,1,401,997.55,36733,71,1/0/00,Personal Auto,Four-Door Car,327.078047
Nevada,Female,College,293,115.52,45768,73,1/0/00,Personal Auto,Two-Door Car,191.934494
California,Female,Bachelor,477,475.17,51236,64,1/0/00,Personal Auto,Four-Door Car,307.2
Arizona,Male,Master,847,141.75,63513,70,1/0/00,Personal Auto,Four-Door Car,185.667213
Arizona,Female,College,543,121.91,58161,68,1/0/00,Corporate Auto,Four-Door Car,140.747286
Nevada,Female,College,568,964.41,83640,70,1/0/00,Corporate Auto,Two-Door Car,471.050488
California,Female,Master,368,672.38,51236,96,1/0/00,Personal Auto,Two-Door Car,28.460568
California,Male,Bachelor,399,258.39,51236,111,1/0/00,Personal Auto,SUV,700.349052
